"path","animation","frame","rect","finding","width","height","alphaType","alpha0Ratio","alphaPartialRatio","alpha255Ratio","partialVisibleRatio","minAlpha","maxAlpha","meanAlpha","visibleBounds"
"assets/monsters/black_forest/mountain_wolf.png","attack-6","","374,298,33,33","","33","33","binary","0.5013774104683195","0.0","0.4986225895316804","0.0","0","255","127.14876033057851","374,298,33,33"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","928,144,12,39","","12","39","binary","0.2264957264957265","0.0","0.7735042735042735","0.0","0","255","197.24358974358975","928,144,12,39"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","366,186,12,38","","12","38","binary","0.22587719298245615","0.0","0.7741228070175439","0.0","0","255","197.40131578947367","366,186,12,38"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","555,262,13,34","","13","34","binary","0.27828054298642535","0.0","0.7217194570135747","0.0","0","255","184.03846153846155","555,262,13,34"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","202,0,12,45","","12","45","binary","0.21666666666666667","0.0","0.7833333333333333","0.0","0","255","199.75","202,0,12,45"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","78,0,12,50","","12","50","binary","0.21333333333333335","0.0","0.7866666666666666","0.0","0","255","200.6","78,0,12,50"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","105,0,14,46","","14","46","binary","0.3027950310559006","0.0","0.6972049689440993","0.0","0","255","177.78726708074535","105,0,14,46"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","215,0,14,45","","14","45","binary","0.319047619047619","0.0","0.680952380952381","0.0","0","255","173.64285714285714","215,0,14,45"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","811,0,15,42","","15","42","binary","0.3761904761904762","0.0","0.6238095238095238","0.0","0","255","159.07142857142858","811,0,15,42"
"assets/monsters/black_forest/mountain_wolf.png","attack-7","","903,186,14,37","","14","37","binary","0.31467181467181465","0.0","0.6853281853281853","0.0","0","255","174.75868725868725","903,186,14,37"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","303,332,34,32","","34","32","binary","0.5238970588235294","0.0","0.47610294117647056","0.0","0","255","121.40625","303,332,34,32"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","441,298,37,33","","37","33","binary","0.5511875511875511","0.0","0.4488124488124488","0.0","0","255","114.44717444717445","441,298,37,33"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","628,262,40,34","","40","34","binary","0.6110294117647059","0.0","0.3889705882352941","0.0","0","255","99.1875","628,262,40,34"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","464,487,44,25","","44","25","binary","0.5672727272727273","0.0","0.43272727272727274","0.0","0","255","110.34545454545454","464,487,44,25"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","792,487,45,24","","45","24","binary","0.5731481481481482","0.0","0.42685185185185187","0.0","0","255","108.84722222222223","792,487,45,24"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","929,487,41,23","","41","23","binary","0.4591728525980912","0.0","0.5408271474019088","0.0","0","255","137.91092258748674","929,487,41,23"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","53,428,44,29","","44","29","binary","0.5626959247648903","0.0","0.4373040752351097","0.0","0","255","111.51253918495298","53,428,44,29"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","608,458,46,27","","46","27","binary","0.5507246376811594","0.0","0.4492753623188406","0.0","0","255","114.56521739130434","608,458,46,27"
"assets/monsters/black_forest/mountain_wolf.png","death-0","","655,458,45,27","","45","27","binary","0.562962962962963","0.0","0.43703703703703706","0.0","0","255","111.44444444444444","655,458,45,27"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","509,487,47,25","","47","25","binary","0.44765957446808513","0.0","0.5523404255319149","0.0","0","255","140.8468085106383","509,487,47,25"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","128,487,47,26","","47","26","binary","0.4746317512274959","0.0","0.5253682487725041","0.0","0","255","133.96890343698854","128,487,47,26"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","701,458,49,27","","49","27","binary","0.5563114134542706","0.0","0.4436885865457294","0.0","0","255","113.140589569161","701,458,49,27"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","971,487,50,23","","50","23","binary","0.5530434782608695","0.0","0.4469565217391304","0.0","0","255","113.97391304347826","971,487,50,23"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","307,515,50,19","","50","19","binary","0.4884210526315789","0.0","0.511578947368421","0.0","0","255","130.45263157894738","307,515,50,19"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","101,515,45,21","","45","21","binary","0.3925925925925926","0.0","0.6074074074074074","0.0","0","255","154.88888888888889","101,515,45,21"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","0,515,50,23","","50","23","binary","0.47739130434782606","0.0","0.5226086956521739","0.0","0","255","133.26521739130436","0,515,50,23"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","200,515,52,20","","52","20","binary","0.4288461538461538","0.0","0.5711538461538461","0.0","0","255","145.64423076923077","200,515,52,20"
"assets/monsters/black_forest/mountain_wolf.png","death-1","","358,515,52,19","","52","19","binary","0.41194331983805665","0.0","0.5880566801619433","0.0","0","255","149.95445344129556","358,515,52,19"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","95,397,40,30","","40","30","binary","0.5375","0.0","0.4625","0.0","0","255","117.9375","95,397,40,30"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","751,458,38,27","","38","27","binary","0.5272904483430799","0.0","0.4727095516569201","0.0","0","255","120.54093567251462","751,458,38,27"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","176,487,39,26","","39","26","binary","0.5631163708086785","0.0","0.4368836291913215","0.0","0","255","111.40532544378698","176,487,39,26"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","838,487,41,24","","41","24","binary","0.608739837398374","0.0","0.391260162601626","0.0","0","255","99.77134146341463","838,487,41,24"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","98,428,45,29","","45","29","binary","0.6911877394636016","0.0","0.3088122605363985","0.0","0","255","78.74712643678161","98,428,45,29"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","144,428,39,29","","39","29","binary","0.5251989389920424","0.0","0.47480106100795755","0.0","0","255","121.07427055702918","144,428,39,29"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","0,365,45,31","","45","31","binary","0.5935483870967742","0.0","0.4064516129032258","0.0","0","255","103.64516129032258","0,365,45,31"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","216,487,49,26","","49","26","binary","0.5463108320251178","0.0","0.45368916797488223","0.0","0","255","115.69073783359498","216,487,49,26"
"assets/monsters/black_forest/mountain_wolf.png","death-2","","557,487,49,25","","49","25","binary","0.529795918367347","0.0","0.47020408163265304","0.0","0","255","119.90204081632653","557,487,49,25"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","941,144,19,39","","19","39","binary","0.5290148448043185","0.0","0.4709851551956815","0.0","0","255","120.10121457489879","941,144,19,39"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","669,262,19,34","","19","34","binary","0.3978328173374613","0.0","0.6021671826625387","0.0","0","255","153.55263157894737","669,262,19,34"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","338,332,26,32","","26","32","binary","0.5420673076923077","0.0","0.4579326923076923","0.0","0","255","116.77283653846153","338,332,26,32"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","365,332,33,32","","33","32","binary","0.5994318181818182","0.0","0.4005681818181818","0.0","0","255","102.14488636363636","365,332,33,32"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","689,262,27,34","","27","34","binary","0.5098039215686274","0.0","0.49019607843137253","0.0","0","255","125.0","689,262,27,34"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","96,262,29,35","","29","35","binary","0.47586206896551725","0.0","0.5241379310344828","0.0","0","255","133.6551724137931","96,262,29,35"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","136,397,31,30","","31","30","binary","0.3967741935483871","0.0","0.603225806451613","0.0","0","255","153.82258064516128","136,397,31,30"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","168,397,33,30","","33","30","binary","0.37777777777777777","0.0","0.6222222222222222","0.0","0","255","158.66666666666666","168,397,33,30"
"assets/monsters/black_forest/mountain_wolf.png","death-3","","184,428,33,29","","33","29","binary","0.3991640543364681","0.0","0.6008359456635318","0.0","0","255","153.2131661442006","184,428,33,29"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","961,144,34,39","","34","39","binary","0.5897435897435898","0.0","0.41025641025641024","0.0","0","255","104.61538461538461","961,144,34,39"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","479,298,37,33","","37","33","binary","0.5151515151515151","0.0","0.48484848484848486","0.0","0","255","123.63636363636364","479,298,37,33"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","218,428,40,29","","40","29","binary","0.5025862068965518","0.0","0.4974137931034483","0.0","0","255","126.84051724137932","218,428,40,29"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","259,428,44,29","","44","29","binary","0.5274294670846394","0.0","0.4725705329153605","0.0","0","255","120.50548589341693","259,428,44,29"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","46,365,45,31","","45","31","binary","0.556989247311828","0.0","0.443010752688172","0.0","0","255","112.96774193548387","46,365,45,31"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","517,298,40,33","","40","33","binary","0.5492424242424242","0.0","0.45075757575757575","0.0","0","255","114.94318181818181","517,298,40,33"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","790,458,43,27","","43","27","binary","0.4900947459086994","0.0","0.5099052540913006","0.0","0","255","130.02583979328165","790,458,43,27"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","866,428,46,28","","46","28","binary","0.4798136645962733","0.0","0.5201863354037267","0.0","0","255","132.6475155279503","866,428,46,28"
"assets/monsters/black_forest/mountain_wolf.png","death-4","","834,458,46,27","","46","27","binary","0.48389694041867953","0.0","0.5161030595813204","0.0","0","255","131.60628019323673","834,458,46,27"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","92,365,46,31","","46","31","binary","0.5105189340813464","0.0","0.4894810659186536","0.0","0","255","124.81767180925667","92,365,46,31"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","202,397,47,30","","47","30","binary","0.5340425531914894","0.0","0.46595744680851064","0.0","0","255","118.81914893617021","202,397,47,30"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","913,428,48,28","","48","28","binary","0.5104166666666666","0.0","0.4895833333333333","0.0","0","255","124.84375","913,428,48,28"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","266,487,50,26","","50","26","binary","0.47384615384615386","0.0","0.5261538461538462","0.0","0","255","134.16923076923078","266,487,50,26"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","317,487,49,26","","49","26","binary","0.4827315541601256","0.0","0.5172684458398744","0.0","0","255","131.90345368916797","317,487,49,26"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","881,458,45,27","","45","27","binary","0.5234567901234568","0.0","0.4765432098765432","0.0","0","255","121.51851851851852","881,458,45,27"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","51,515,49,23","","49","23","binary","0.45430346051464066","0.0","0.5456965394853593","0.0","0","255","139.15261756876663","51,515,49,23"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","147,515,52,21","","52","21","binary","0.36538461538461536","0.0","0.6346153846153846","0.0","0","255","161.82692307692307","147,515,52,21"
"assets/monsters/black_forest/mountain_wolf.png","death-5","","253,515,53,20","","53","20","binary","0.37169811320754714","0.0","0.6283018867924528","0.0","0","255","160.21698113207546","253,515,53,20"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","126,262,39,35","","39","35","binary","0.575091575091575","0.0","0.4249084249084249","0.0","0","255","108.35164835164835","126,262,39,35"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","710,225,39,36","","39","36","binary","0.6189458689458689","0.0","0.38105413105413105","0.0","0","255","97.16880341880342","710,225,39,36"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","558,298,40,33","","40","33","binary","0.593939393939394","0.0","0.40606060606060607","0.0","0","255","103.54545454545455","558,298,40,33"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","599,298,41,33","","41","33","binary","0.581670362158167","0.0","0.41832963784183297","0.0","0","255","106.6740576496674","599,298,41,33"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","399,332,44,32","","44","32","binary","0.5987215909090909","0.0","0.4012784090909091","0.0","0","255","102.32599431818181","399,332,44,32"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","304,428,43,29","","43","29","binary","0.5613472333600642","0.0","0.43865276663993585","0.0","0","255","111.85645549318365","304,428,43,29"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","927,458,46,27","","46","27","binary","0.5595813204508857","0.0","0.44041867954911434","0.0","0","255","112.30676328502416","927,458,46,27"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","962,428,49,28","","49","28","binary","0.5539358600583091","0.0","0.446064139941691","0.0","0","255","113.74635568513119","962,428,49,28"
"assets/monsters/black_forest/mountain_wolf.png","death-6","","0,487,50,27","","50","27","binary","0.5703703703703704","0.0","0.42962962962962964","0.0","0","255","109.55555555555556","0,487,50,27"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","460,186,20,38","","20","38","binary","0.45526315789473687","0.0","0.5447368421052632","0.0","0","255","138.9078947368421","460,186,20,38"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","939,186,21,37","","21","37","binary","0.4555984555984556","0.0","0.5444015444015444","0.0","0","255","138.82239382239382","939,186,21,37"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","717,262,27,34","","27","34","binary","0.5729847494553377","0.0","0.42701525054466233","0.0","0","255","108.88888888888889","717,262,27,34"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","641,298,31,33","","31","33","binary","0.6265884652981427","0.0","0.3734115347018573","0.0","0","255","95.2199413489736","641,298,31,33"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","673,298,38,33","","38","33","binary","0.6570972886762361","0.0","0.34290271132376393","0.0","0","255","87.4401913875598","673,298,38,33"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","51,487,29,27","","29","27","binary","0.3716475095785441","0.0","0.6283524904214559","0.0","0","255","160.22988505747125","51,487,29,27"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","139,365,31,31","","31","31","binary","0.4557752341311134","0.0","0.5442247658688866","0.0","0","255","138.7773152965661","139,365,31,31"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","0,0,77,143","","77","143","binary","0.9515938606847698","0.0","0.048406139315230225","0.0","0","255","12.343565525383708","0,0,77,143"
"assets/monsters/black_forest/mountain_wolf.png","death-7","","0,458,33,28","","33","28","binary","0.4512987012987013","0.0","0.5487012987012987","0.0","0","255","139.91883116883116","0,458,33,28"
"assets/monsters/black_forest/mountain_wolf.png","hurt-0","","964,332,33,31","","33","31","binary","0.512218963831867","0.0","0.48778103616813295","0.0","0","255","124.3841642228739","964,332,33,31"
"assets/monsters/black_forest/mountain_wolf.png","hurt-0","","569,262,36,34","","36","34","binary","0.5718954248366013","0.0","0.42810457516339867","0.0","0","255","109.16666666666667","569,262,36,34"
"assets/monsters/black_forest/mountain_wolf.png","hurt-1","","742,487,49,24","","49","24","binary","0.45068027210884354","0.0","0.5493197278911565","0.0","0","255","140.0765306122449","742,487,49,24"
